cell,lambda_ref,resplit,certified,lambda_idx,any_stratum_pool_fail
mnist/eps_greedy_eps0.5/ts0,0.7,15,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,16,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,17,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,18,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,19,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,20,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,21,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,22,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,23,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,24,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,25,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,26,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,27,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,28,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,29,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,30,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,31,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,32,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,33,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,34,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,35,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,36,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,37,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,38,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,39,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,40,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,41,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,42,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,43,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,44,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,45,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,46,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,47,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,48,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,49,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,50,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,51,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,52,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,53,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,54,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,55,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,56,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,57,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,58,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,59,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,60,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,61,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,62,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,63,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,64,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,65,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,66,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,67,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,68,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,69,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,70,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,71,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,72,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,73,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,74,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,75,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,76,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,77,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,78,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,79,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,80,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,81,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,82,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,83,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,84,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,85,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,86,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,87,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,88,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,89,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,90,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,91,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,92,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,93,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,94,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,95,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,96,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,97,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,98,0,,0
mnist/eps_greedy_eps0.5/ts0,0.7,99,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,0,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,1,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,2,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,3,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,4,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,5,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,6,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,7,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,8,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,9,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,10,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,11,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,12,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,13,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,14,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,15,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,16,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,17,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,18,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,19,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,20,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,21,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,22,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,23,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,24,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,25,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,26,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,27,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,28,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,29,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,30,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,31,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,32,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,33,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,34,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,35,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,36,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,37,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,38,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,39,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,40,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,41,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,42,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,43,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,44,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,45,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,46,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,47,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,48,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,49,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,50,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,51,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,52,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,53,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,54,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,55,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,56,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,57,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,58,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,59,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,60,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,61,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,62,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,63,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,64,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,65,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,66,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,67,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,68,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,69,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,70,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,71,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,72,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,73,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,74,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,75,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,76,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,77,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,78,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,79,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,80,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,81,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,82,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,83,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,84,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,85,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,86,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,87,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,88,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,89,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,90,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,91,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,92,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,93,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,94,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,95,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,96,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,97,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,98,0,,0
mnist/eps_greedy_eps0.5/ts0,0.9,99,0,,0
mnist/greedy_entropy/ts0,0.5,0,1,91,0
mnist/greedy_entropy/ts0,0.5,1,1,91,0
mnist/greedy_entropy/ts0,0.5,2,1,91,0
mnist/greedy_entropy/ts0,0.5,3,1,90,0
mnist/greedy_entropy/ts0,0.5,4,1,91,0
mnist/greedy_entropy/ts0,0.5,5,1,91,0
mnist/greedy_entropy/ts0,0.5,6,1,90,0
mnist/greedy_entropy/ts0,0.5,7,1,90,0
mnist/greedy_entropy/ts0,0.5,8,1,91,0
mnist/greedy_entropy/ts0,0.5,9,1,91,0
mnist/greedy_entropy/ts0,0.5,10,1,90,0
mnist/greedy_entropy/ts0,0.5,11,1,91,0
mnist/greedy_entropy/ts0,0.5,12,1,90,0
mnist/greedy_entropy/ts0,0.5,13,1,91,0
mnist/greedy_entropy/ts0,0.5,14,1,90,0
mnist/greedy_entropy/ts0,0.5,15,1,91,0
mnist/greedy_entropy/ts0,0.5,16,1,90,0
mnist/greedy_entropy/ts0,0.5,17,1,89,0
mnist/greedy_entropy/ts0,0.5,18,1,91,0
mnist/greedy_entropy/ts0,0.5,19,1,91,0
mnist/greedy_entropy/ts0,0.5,20,1,90,0
mnist/greedy_entropy/ts0,0.5,21,1,90,0
mnist/greedy_entropy/ts0,0.5,22,1,90,0
mnist/greedy_entropy/ts0,0.5,23,1,90,0
mnist/greedy_entropy/ts0,0.5,24,1,90,0
mnist/greedy_entropy/ts0,0.5,25,1,90,0
mnist/greedy_entropy/ts0,0.5,26,1,90,0
mnist/greedy_entropy/ts0,0.5,27,1,90,0
mnist/greedy_entropy/ts0,0.5,28,1,90,0
mnist/greedy_entropy/ts0,0.5,29,1,90,0
mnist/greedy_entropy/ts0,0.5,30,1,91,0
mnist/greedy_entropy/ts0,0.5,31,1,90,0
mnist/greedy_entropy/ts0,0.5,32,1,89,0
mnist/greedy_entropy/ts0,0.5,33,1,91,0
mnist/greedy_entropy/ts0,0.5,34,1,91,0
mnist/greedy_entropy/ts0,0.5,35,1,90,0
mnist/greedy_entropy/ts0,0.5,36,1,90,0
mnist/greedy_entropy/ts0,0.5,37,1,91,0
mnist/greedy_entropy/ts0,0.5,38,1,89,0
mnist/greedy_entropy/ts0,0.5,39,1,91,0
mnist/greedy_entropy/ts0,0.5,40,1,91,0
mnist/greedy_entropy/ts0,0.5,41,1,90,0
mnist/greedy_entropy/ts0,0.5,42,1,90,0
mnist/greedy_entropy/ts0,0.5,43,1,90,0
mnist/greedy_entropy/ts0,0.5,44,1,90,0
mnist/greedy_entropy/ts0,0.5,45,1,90,0
mnist/greedy_entropy/ts0,0.5,46,1,91,0
mnist/greedy_entropy/ts0,0.5,47,1,89,0
mnist/greedy_entropy/ts0,0.5,48,1,90,0
mnist/greedy_entropy/ts0,0.5,49,1,90,0
mnist/greedy_entropy/ts0,0.5,50,1,90,0
mnist/greedy_entropy/ts0,0.5,51,1,91,0
mnist/greedy_entropy/ts0,0.5,52,1,91,0
mnist/greedy_entropy/ts0,0.5,53,1,90,0
mnist/greedy_entropy/ts0,0.5,54,1,91,0
mnist/greedy_entropy/ts0,0.5,55,1,90,0
mnist/greedy_entropy/ts0,0.5,56,1,90,0
mnist/greedy_entropy/ts0,0.5,57,1,90,0
mnist/greedy_entropy/ts0,0.5,58,1,91,0
mnist/greedy_entropy/ts0,0.5,59,1,92,0
mnist/greedy_entropy/ts0,0.5,60,1,91,0
mnist/greedy_entropy/ts0,0.5,61,1,91,0
mnist/greedy_entropy/ts0,0.5,62,1,90,0
mnist/greedy_entropy/ts0,0.5,63,1,90,0
mnist/greedy_entropy/ts0,0.5,64,1,91,0
mnist/greedy_entropy/ts0,0.5,65,1,89,0
mnist/greedy_entropy/ts0,0.5,66,1,90,0
mnist/greedy_entropy/ts0,0.5,67,1,90,0
mnist/greedy_entropy/ts0,0.5,68,1,90,0
mnist/greedy_entropy/ts0,0.5,69,1,90,0
mnist/greedy_entropy/ts0,0.5,70,1,90,0
mnist/greedy_entropy/ts0,0.5,71,1,91,0
mnist/greedy_entropy/ts0,0.5,72,1,90,0
mnist/greedy_entropy/ts0,0.5,73,1,90,0
mnist/greedy_entropy/ts0,0.5,74,1,90,0
mnist/greedy_entropy/ts0,0.5,75,1,91,0
mnist/greedy_entropy/ts0,0.5,76,1,89,0
mnist/greedy_entropy/ts0,0.5,77,1,89,0
mnist/greedy_entropy/ts0,0.5,78,1,90,0
mnist/greedy_entropy/ts0,0.5,79,1,91,0
mnist/greedy_entropy/ts0,0.5,80,1,91,0
mnist/greedy_entropy/ts0,0.5,81,1,89,0
mnist/greedy_entropy/ts0,0.5,82,1,89,0
mnist/greedy_entropy/ts0,0.5,83,1,90,0
mnist/greedy_entropy/ts0,0.5,84,1,90,0
mnist/greedy_entropy/ts0,0.5,85,1,90,0
mnist/greedy_entropy/ts0,0.5,86,1,91,0
mnist/greedy_entropy/ts0,0.5,87,1,92,0
mnist/greedy_entropy/ts0,0.5,88,1,91,0
mnist/greedy_entropy/ts0,0.5,89,1,91,0
mnist/greedy_entropy/ts0,0.5,90,1,90,0
mnist/greedy_entropy/ts0,0.5,91,1,90,0
mnist/greedy_entropy/ts0,0.5,92,1,90,0
mnist/greedy_entropy/ts0,0.5,93,1,90,0
mnist/greedy_entropy/ts0,0.5,94,1,90,0
mnist/greedy_entropy/ts0,0.5,95,1,90,0
mnist/greedy_entropy/ts0,0.5,96,1,90,0
mnist/greedy_entropy/ts0,0.5,97,1,92,0
mnist/greedy_entropy/ts0,0.5,98,1,89,0
mnist/greedy_entropy/ts0,0.5,99,1,91,0
mnist/greedy_entropy/ts0,0.7,0,0,,0
mnist/greedy_entropy/ts0,0.7,1,0,,0
mnist/greedy_entropy/ts0,0.7,2,0,,0
mnist/greedy_entropy/ts0,0.7,3,0,,0
mnist/greedy_entropy/ts0,0.7,4,0,,0
mnist/greedy_entropy/ts0,0.7,5,0,,0
mnist/greedy_entropy/ts0,0.7,6,0,,0
mnist/greedy_entropy/ts0,0.7,7,0,,0
mnist/greedy_entropy/ts0,0.7,8,0,,0
mnist/greedy_entropy/ts0,0.7,9,1,89,0
mnist/greedy_entropy/ts0,0.7,10,0,,0
mnist/greedy_entropy/ts0,0.7,11,0,,0
mnist/greedy_entropy/ts0,0.7,12,0,,0
mnist/greedy_entropy/ts0,0.7,13,0,,0
mnist/greedy_entropy/ts0,0.7,14,0,,0
mnist/greedy_entropy/ts0,0.7,15,0,,0
mnist/greedy_entropy/ts0,0.7,16,0,,0
mnist/greedy_entropy/ts0,0.7,17,0,,0
mnist/greedy_entropy/ts0,0.7,18,0,,0
mnist/greedy_entropy/ts0,0.7,19,0,,0
mnist/greedy_entropy/ts0,0.7,20,0,,0
mnist/greedy_entropy/ts0,0.7,21,0,,0
mnist/greedy_entropy/ts0,0.7,22,0,,0
mnist/greedy_entropy/ts0,0.7,23,0,,0
mnist/greedy_entropy/ts0,0.7,24,0,,0
mnist/greedy_entropy/ts0,0.7,25,0,,0
mnist/greedy_entropy/ts0,0.7,26,0,,0
mnist/greedy_entropy/ts0,0.7,27,0,,0
mnist/greedy_entropy/ts0,0.7,28,0,,0
mnist/greedy_entropy/ts0,0.7,29,0,,0
mnist/greedy_entropy/ts0,0.7,30,0,,0
mnist/greedy_entropy/ts0,0.7,31,0,,0
mnist/greedy_entropy/ts0,0.7,32,0,,0
mnist/greedy_entropy/ts0,0.7,33,0,,0
mnist/greedy_entropy/ts0,0.7,34,1,93,0
mnist/greedy_entropy/ts0,0.7,35,1,91,0
mnist/greedy_entropy/ts0,0.7,36,0,,0
mnist/greedy_entropy/ts0,0.7,37,0,,0
mnist/greedy_entropy/ts0,0.7,38,1,93,0
mnist/greedy_entropy/ts0,0.7,39,0,,0
mnist/greedy_entropy/ts0,0.7,40,0,,0
mnist/greedy_entropy/ts0,0.7,41,0,,0
mnist/greedy_entropy/ts0,0.7,42,0,,0
mnist/greedy_entropy/ts0,0.7,43,0,,0
mnist/greedy_entropy/ts0,0.7,44,0,,0
mnist/greedy_entropy/ts0,0.7,45,0,,0
mnist/greedy_entropy/ts0,0.7,46,0,,0
mnist/greedy_entropy/ts0,0.7,47,0,,0
mnist/greedy_entropy/ts0,0.7,48,0,,0
mnist/greedy_entropy/ts0,0.7,49,0,,0
mnist/greedy_entropy/ts0,0.7,50,0,,0
mnist/greedy_entropy/ts0,0.7,51,0,,0
mnist/greedy_entropy/ts0,0.7,52,0,,0
mnist/greedy_entropy/ts0,0.7,53,0,,0
mnist/greedy_entropy/ts0,0.7,54,0,,0
mnist/greedy_entropy/ts0,0.7,55,0,,0
mnist/greedy_entropy/ts0,0.7,56,0,,0
mnist/greedy_entropy/ts0,0.7,57,1,91,0
mnist/greedy_entropy/ts0,0.7,58,0,,0
mnist/greedy_entropy/ts0,0.7,59,0,,0
mnist/greedy_entropy/ts0,0.7,60,0,,0
mnist/greedy_entropy/ts0,0.7,61,0,,0
mnist/greedy_entropy/ts0,0.7,62,0,,0
mnist/greedy_entropy/ts0,0.7,63,1,91,0
mnist/greedy_entropy/ts0,0.7,64,0,,0
mnist/greedy_entropy/ts0,0.7,65,0,,0
mnist/greedy_entropy/ts0,0.7,66,0,,0
mnist/greedy_entropy/ts0,0.7,67,0,,0
mnist/greedy_entropy/ts0,0.7,68,0,,0
mnist/greedy_entropy/ts0,0.7,69,0,,0
mnist/greedy_entropy/ts0,0.7,70,0,,0
mnist/greedy_entropy/ts0,0.7,71,0,,0
mnist/greedy_entropy/ts0,0.7,72,0,,0
mnist/greedy_entropy/ts0,0.7,73,0,,0
mnist/greedy_entropy/ts0,0.7,74,0,,0
mnist/greedy_entropy/ts0,0.7,75,0,,0
mnist/greedy_entropy/ts0,0.7,76,0,,0
mnist/greedy_entropy/ts0,0.7,77,0,,0
mnist/greedy_entropy/ts0,0.7,78,0,,0
mnist/greedy_entropy/ts0,0.7,79,1,89,0
mnist/greedy_entropy/ts0,0.7,80,0,,0
mnist/greedy_entropy/ts0,0.7,81,0,,0
mnist/greedy_entropy/ts0,0.7,82,1,93,0
mnist/greedy_entropy/ts0,0.7,83,0,,0
mnist/greedy_entropy/ts0,0.7,84,0,,0
mnist/greedy_entropy/ts0,0.7,85,0,,0
mnist/greedy_entropy/ts0,0.7,86,0,,0
mnist/greedy_entropy/ts0,0.7,87,0,,0
mnist/greedy_entropy/ts0,0.7,88,0,,0
mnist/greedy_entropy/ts0,0.7,89,0,,0
mnist/greedy_entropy/ts0,0.7,90,0,,0
mnist/greedy_entropy/ts0,0.7,91,0,,0
mnist/greedy_entropy/ts0,0.7,92,0,,0
mnist/greedy_entropy/ts0,0.7,93,0,,0
mnist/greedy_entropy/ts0,0.7,94,0,,0
mnist/greedy_entropy/ts0,0.7,95,0,,0
mnist/greedy_entropy/ts0,0.7,96,0,,0
mnist/greedy_entropy/ts0,0.7,97,0,,0
mnist/greedy_entropy/ts0,0.7,98,0,,0
mnist/greedy_entropy/ts0,0.7,99,0,,0
mnist/greedy_entropy/ts0,0.9,0,0,,0
mnist/greedy_entropy/ts0,0.9,1,0,,0
mnist/greedy_entropy/ts0,0.9,2,0,,0
mnist/greedy_entropy/ts0,0.9,3,0,,0
mnist/greedy_entropy/ts0,0.9,4,0,,0
mnist/greedy_entropy/ts0,0.9,5,0,,0
mnist/greedy_entropy/ts0,0.9,6,0,,0
mnist/greedy_entropy/ts0,0.9,7,0,,0
mnist/greedy_entropy/ts0,0.9,8,0,,0
mnist/greedy_entropy/ts0,0.9,9,0,,0
mnist/greedy_entropy/ts0,0.9,10,0,,0
mnist/greedy_entropy/ts0,0.9,11,0,,0
mnist/greedy_entropy/ts0,0.9,12,0,,0
mnist/greedy_entropy/ts0,0.9,13,0,,0
mnist/greedy_entropy/ts0,0.9,14,0,,0
mnist/greedy_entropy/ts0,0.9,15,0,,0
mnist/greedy_entropy/ts0,0.9,16,0,,0
mnist/greedy_entropy/ts0,0.9,17,0,,0
mnist/greedy_entropy/ts0,0.9,18,0,,0
mnist/greedy_entropy/ts0,0.9,19,0,,0
mnist/greedy_entropy/ts0,0.9,20,0,,0
mnist/greedy_entropy/ts0,0.9,21,0,,0
mnist/greedy_entropy/ts0,0.9,22,0,,0
mnist/greedy_entropy/ts0,0.9,23,0,,0
mnist/greedy_entropy/ts0,0.9,24,0,,0
mnist/greedy_entropy/ts0,0.9,25,0,,0
mnist/greedy_entropy/ts0,0.9,26,0,,0
mnist/greedy_entropy/ts0,0.9,27,0,,0
mnist/greedy_entropy/ts0,0.9,28,0,,0
mnist/greedy_entropy/ts0,0.9,29,0,,0
mnist/greedy_entropy/ts0,0.9,30,0,,0
mnist/greedy_entropy/ts0,0.9,31,0,,0
mnist/greedy_entropy/ts0,0.9,32,0,,0
mnist/greedy_entropy/ts0,0.9,33,0,,0
mnist/greedy_entropy/ts0,0.9,34,0,,0
mnist/greedy_entropy/ts0,0.9,35,0,,0
mnist/greedy_entropy/ts0,0.9,36,0,,0
mnist/greedy_entropy/ts0,0.9,37,0,,0
mnist/greedy_entropy/ts0,0.9,38,0,,0
mnist/greedy_entropy/ts0,0.9,39,0,,0
mnist/greedy_entropy/ts0,0.9,40,0,,0
mnist/greedy_entropy/ts0,0.9,41,0,,0
mnist/greedy_entropy/ts0,0.9,42,0,,0
mnist/greedy_entropy/ts0,0.9,43,0,,0
mnist/greedy_entropy/ts0,0.9,44,0,,0
mnist/greedy_entropy/ts0,0.9,45,0,,0
mnist/greedy_entropy/ts0,0.9,46,0,,0
mnist/greedy_entropy/ts0,0.9,47,0,,0
mnist/greedy_entropy/ts0,0.9,48,0,,0
mnist/greedy_entropy/ts0,0.9,49,0,,0
mnist/greedy_entropy/ts0,0.9,50,0,,0
mnist/greedy_entropy/ts0,0.9,51,0,,0
mnist/greedy_entropy/ts0,0.9,52,0,,0
mnist/greedy_entropy/ts0,0.9,53,0,,0
mnist/greedy_entropy/ts0,0.9,54,0,,0
mnist/greedy_entropy/ts0,0.9,55,0,,0
mnist/greedy_entropy/ts0,0.9,56,0,,0
mnist/greedy_entropy/ts0,0.9,57,0,,0
mnist/greedy_entropy/ts0,0.9,58,0,,0
mnist/greedy_entropy/ts0,0.9,59,0,,0
mnist/greedy_entropy/ts0,0.9,60,0,,0
mnist/greedy_entropy/ts0,0.9,61,0,,0
mnist/greedy_entropy/ts0,0.9,62,0,,0
mnist/greedy_entropy/ts0,0.9,63,0,,0
mnist/greedy_entropy/ts0,0.9,64,0,,0
mnist/greedy_entropy/ts0,0.9,65,0,,0
mnist/greedy_entropy/ts0,0.9,66,0,,0
mnist/greedy_entropy/ts0,0.9,67,0,,0
mnist/greedy_entropy/ts0,0.9,68,0,,0
mnist/greedy_entropy/ts0,0.9,69,0,,0
mnist/greedy_entropy/ts0,0.9,70,0,,0
mnist/greedy_entropy/ts0,0.9,71,0,,0
mnist/greedy_entropy/ts0,0.9,72,0,,0
mnist/greedy_entropy/ts0,0.9,73,0,,0
mnist/greedy_entropy/ts0,0.9,74,0,,0
mnist/greedy_entropy/ts0,0.9,75,0,,0
mnist/greedy_entropy/ts0,0.9,76,0,,0
mnist/greedy_entropy/ts0,0.9,77,0,,0
mnist/greedy_entropy/ts0,0.9,78,0,,0
mnist/greedy_entropy/ts0,0.9,79,0,,0
mnist/greedy_entropy/ts0,0.9,80,0,,0
mnist/greedy_entropy/ts0,0.9,81,0,,0
mnist/greedy_entropy/ts0,0.9,82,0,,0
mnist/greedy_entropy/ts0,0.9,83,0,,0
mnist/greedy_entropy/ts0,0.9,84,0,,0
mnist/greedy_entropy/ts0,0.9,85,0,,0
mnist/greedy_entropy/ts0,0.9,86,0,,0
mnist/greedy_entropy/ts0,0.9,87,0,,0
mnist/greedy_entropy/ts0,0.9,88,0,,0
mnist/greedy_entropy/ts0,0.9,89,0,,0
mnist/greedy_entropy/ts0,0.9,90,0,,0
mnist/greedy_entropy/ts0,0.9,91,0,,0
mnist/greedy_entropy/ts0,0.9,92,0,,0
